1	0.248781	0.130580	0.577320	0.360526	1.000000	0.673797	0.334677	0.083418	0.367816	0.766304	0.887160	0.845161	0.717564	0.426621	
1	0.333659	0.157895	0.747423	0.418421	1.000000	0.566845	0.396505	0.112920	0.356322	0.800000	0.863813	0.903226	0.774051	0.448237	
1	0.306342	0.149234	0.644330	0.419298	1.000000	0.513369	0.370968	0.185148	0.360153	0.758696	0.875486	0.903226	0.788173	0.450512	
1	0.235122	0.128581	0.500000	0.406140	1.000000	0.636364	0.357527	0.173957	0.429119	0.717391	0.891051	0.912903	0.862312	0.448237	
1	0.318049	0.148568	0.432990	0.510526	1.000000	0.582888	0.401882	0.193286	0.473180	0.704348	0.898833	0.893548	0.870256	0.441411	
1	0.363902	0.160560	0.494845	0.523684	1.000000	0.566845	0.434140	0.173957	0.444444	0.706522	0.891051	0.877419	0.857017	0.428897	
1	0.356098	0.157895	0.396907	0.543860	1.000000	0.577540	0.438172	0.153611	0.388889	0.770652	0.898833	0.880645	0.903795	0.417520	
1	0.482927	0.204530	0.484536	0.575439	1.000000	0.566845	0.381720	0.161750	0.440613	0.707609	0.906615	0.890323	0.914387	0.435722	
1	0.396098	0.159893	0.458763	0.555263	1.000000	0.577540	0.403226	0.148525	0.496169	0.694565	0.898833	0.900000	0.930274	0.489192	
1	0.444878	0.184544	0.443299	0.466667	1.000000	0.550802	0.376344	0.084435	0.501916	0.606522	0.898833	0.883871	0.873786	0.508532	
2	0.174634	0.005330	0.000000	0.965790	0.932050	0.609626	0.936828	0.987793	0.674330	0.773913	0.961090	0.796774	0.917034	0.663254	
2	0.003902	0.007995	0.000000	0.964912	0.925255	0.524064	0.967742	0.964395	0.754789	0.776087	0.980545	0.806452	0.895852	0.696246	
2	0.007805	0.010660	0.000000	0.982456	0.949037	0.513369	0.973118	0.993896	0.772031	0.765217	0.980545	0.825806	0.894087	0.732651	
2	0.062439	0.030646	0.000000	0.984211	0.959230	0.534759	0.962366	0.998983	0.775862	0.764130	0.980545	0.822581	0.892321	0.730375	
2	0.061463	0.034644	0.000000	0.988597	0.960362	0.502674	0.956989	0.990844	0.795019	0.759783	0.984436	0.825806	0.886143	0.742890	
2	0.061463	0.028648	0.000000	0.987719	0.942242	0.475936	0.967742	0.950153	0.789272	0.764130	0.972763	0.832258	0.902913	0.747440	
