1	0.170475	0.209917	0.334328	0.605985	0.767470	0.922414	0.545244	0.236315	0.507599	0.867816	1.000000	0.774468	0.954894	0.616216	
1	0.188049	0.200000	0.313433	0.697423	0.768072	0.818966	0.711137	0.221629	0.498480	0.941379	0.981758	0.634043	0.933617	0.604805	
1	0.221441	0.196694	0.331343	0.723192	0.769277	0.836207	0.793504	0.234312	0.559271	0.932184	0.970149	0.561702	0.910638	0.622222	
1	0.324253	0.176033	0.346269	0.766417	0.778916	0.810345	0.716937	0.246996	0.541033	0.902299	0.953566	0.608511	0.940426	0.577778	
1	0.395431	0.187603	0.313433	0.746467	0.786145	0.982759	0.653132	0.307744	0.575988	0.856322	0.908789	0.646809	0.939575	0.527928	
1	0.239895	0.190083	0.304478	0.775561	0.771084	0.974138	0.771462	0.293725	0.588146	0.872414	0.930348	0.600000	0.920000	0.499099	
1	0.195958	0.166942	0.301493	0.777224	0.792169	0.896552	0.798144	0.277036	0.557751	0.902299	0.968491	0.591489	0.902128	0.511712	
1	0.211775	0.176033	0.286567	0.782211	0.768675	0.870690	0.881671	0.294393	0.572948	0.900000	0.950249	0.514894	0.909787	0.506306	
1	0.138840	0.180992	0.280597	0.790524	0.754819	0.922414	0.872390	0.312417	0.597264	0.879310	0.941957	0.540426	0.908936	0.509910	
1	0.276801	0.183471	0.292537	0.758105	0.759036	0.681035	0.841067	0.296395	0.597264	0.866667	0.965174	0.536170	0.924255	0.497297	
2	0.000879	0.090909	0.352239	0.830424	0.782530	0.405172	0.976798	0.867824	0.550152	0.913793	0.927032	0.544681	0.936170	0.581381	
2	0.037786	0.097521	0.358209	0.874481	0.787349	0.568966	0.946636	0.901869	0.560790	0.898851	1.000000	0.621277	0.994043	0.661261	
2	0.032513	0.103306	0.352239	0.870324	0.791566	0.577586	0.936195	0.876502	0.571429	0.881609	1.000000	0.582979	0.986383	0.633033	
2	0.019332	0.111570	0.361194	0.881131	0.772892	0.456897	0.944316	0.898531	0.524316	0.894253	1.000000	0.548936	0.985532	0.660661	
2	0.125659	0.094215	0.367164	0.868662	0.789157	0.603448	0.924594	0.873832	0.560790	0.872414	1.000000	0.578723	0.995745	0.630030	
