1	0.087312	0.318493	0.832496	0.300792	0.975167	1.000000	0.548632	0.167371	0.301818	0.924528	1.000000	0.470199	0.986684	1.000000	
1	0.121419	0.309361	0.844221	0.343008	0.961236	0.966967	0.550152	0.150465	0.370909	0.910015	1.000000	0.602649	1.000000	1.000000	
1	0.118690	0.326484	0.840871	0.303430	0.964870	0.930931	0.563070	0.177515	0.443636	0.905660	1.000000	0.370861	0.964048	1.000000	
1	0.145975	0.347032	0.862647	0.245383	0.956996	0.954955	0.556991	0.172443	0.672727	0.873730	1.000000	0.642384	0.972703	1.000000	
1	0.150068	0.321918	0.835846	0.261214	0.946093	0.888889	0.677052	0.191040	0.709091	0.912192	0.872128	0.860927	0.856192	1.000000	
1	0.151433	0.351598	0.840871	0.197889	0.976378	0.765766	0.621581	0.180896	0.785455	0.899129	1.000000	0.589404	0.893475	1.000000	
1	0.111869	0.319635	0.862647	0.282322	0.962447	0.852853	0.700608	0.183432	0.861818	0.957184	0.866134	0.927152	0.856858	1.000000	
1	0.115962	0.340183	0.879397	0.258575	0.970321	0.801802	0.624620	0.155537	0.560000	0.970972	0.950050	0.841060	0.852863	1.000000	
1	0.070941	0.301370	0.835846	0.266491	0.856451	0.696697	0.689970	0.179205	0.738182	0.954282	0.801199	0.894040	0.862850	1.000000	
1	0.088677	0.307078	0.835846	0.279683	0.895215	0.744745	0.655775	0.195266	0.836364	0.922351	0.864136	0.801325	0.868842	1.000000	
2	0.105048	0.062785	0.405360	0.936676	0.944882	0.864865	0.907295	0.805579	0.836364	0.941219	0.790210	0.523179	0.976032	0.970667	
2	0.107776	0.060502	0.428811	0.928760	0.953967	0.822823	0.890578	0.811496	0.832727	0.922351	0.797203	0.569536	0.992011	0.975333	
2	0.111869	0.057078	0.437186	0.902375	0.958207	0.804805	0.867781	0.847845	0.814546	0.915820	0.831169	0.476821	1.000000	0.970667	
2	0.096862	0.139269	0.353434	0.860158	0.937008	0.744745	0.810790	0.781910	0.803636	0.905660	0.816184	0.403974	0.969374	0.964000	
2	0.057299	0.060502	0.591290	0.828496	0.920049	0.699700	0.743161	0.754861	0.796364	0.887518	0.832168	0.331126	0.946738	0.973333	
2	0.047749	0.069635	0.557789	0.836412	0.938219	0.753754	0.772796	0.805579	0.796364	0.894049	0.836164	0.364238	0.959388	0.965333	
2	0.072306	0.052511	0.497487	0.894459	0.947910	0.768769	0.822188	0.782756	0.807273	0.907838	0.810190	0.430464	0.984021	0.970000	
2	0.076398	0.098174	0.422111	0.831135	0.937008	0.711712	0.770517	0.749789	0.796364	0.891147	0.836164	0.298013	0.939414	0.973333	
2	0.077763	0.063927	0.576214	0.883905	0.941853	0.750751	0.791033	0.779375	0.807273	0.896226	0.810190	0.410596	0.967377	0.968000	
2	0.069577	0.107306	0.452261	0.849604	0.920049	0.726727	0.785714	0.781910	0.789091	0.888970	0.830170	0.417219	0.964048	0.973333	
3	0.035471	0.100457	0.192630	0.395778	0.579043	0.768769	0.371581	0.493660	0.770909	0.437591	0.534466	0.562914	0.243009	0.604000	
3	0.051842	0.105023	0.199330	0.350924	0.593580	0.771772	0.360182	0.476754	0.752727	0.473875	0.543457	0.655629	0.254993	0.612667	
3	0.053206	0.095890	0.202680	0.358839	0.539067	0.729730	0.374620	0.438715	0.760000	0.505806	0.517483	0.708609	0.263649	0.628667	
3	0.060027	0.152968	0.242881	0.300792	0.635373	0.807808	0.348024	0.518174	0.752727	0.405660	0.561439	0.649007	0.208389	0.577333	
3	0.036835	0.154110	0.274707	0.234829	0.596002	0.807808	0.325228	0.485207	0.756364	0.299710	0.557443	0.589404	0.175766	0.554667	
3	0.065484	0.119863	0.257956	0.295515	0.574198	0.939940	0.325988	0.447168	0.781818	0.211901	0.525475	0.549669	0.143808	0.555333	
3	0.042292	0.154110	0.247906	0.234829	0.546336	0.825826	0.290274	0.432798	0.792727	0.219884	0.529471	0.596027	0.155127	0.555333	
3	0.047749	0.138128	0.274707	0.255937	0.522714	0.792793	0.322188	0.427726	0.789091	0.274311	0.526474	0.622517	0.159787	0.572667	
3	0.057299	0.107306	0.254606	0.263852	0.467595	0.708709	0.326748	0.421809	0.792727	0.315675	0.501499	0.695364	0.154461	0.576000	
3	0.064120	0.118722	0.276382	0.284960	0.474258	0.717718	0.341185	0.424345	0.785455	0.355588	0.499501	0.715232	0.181758	0.578667	
4	0.053206	0.082192	0.698493	0.018470	0.289522	0.654655	0.168693	0.168216	0.727273	0.220610	0.147852	0.205298	0.113848	0.494000	
4	0.106412	0.123288	0.666667	0.018470	0.281042	0.696697	0.164134	0.170752	0.709091	0.165457	0.128871	0.271523	0.097204	0.470000	
4	0.155525	0.168950	0.852596	0.000000	0.266505	0.645646	0.155015	0.192730	0.705455	0.167634	0.142857	0.304636	0.097204	0.469333	
4	0.145975	0.176941	0.835846	0.000000	0.270139	0.618619	0.161094	0.175824	0.701818	0.171988	0.125874	0.284768	0.096538	0.468000	
4	0.132333	0.183790	0.798995	0.000000	0.264082	0.582583	0.154255	0.191040	0.716364	0.172714	0.138861	0.271523	0.095872	0.458000	
4	0.099591	0.183790	0.775544	0.000000	0.261660	0.615616	0.161094	0.196957	0.698182	0.177794	0.142857	0.324503	0.099201	0.448000	
4	0.054570	0.152968	0.748744	0.000000	0.259843	0.612613	0.177052	0.191040	0.665455	0.191582	0.093906	0.456954	0.101198	0.422667	
4	0.084584	0.195206	0.860972	0.000000	0.250757	0.564565	0.176292	0.199493	0.694545	0.189405	0.113886	0.417219	0.102530	0.418667	
4	0.038199	0.081050	0.713568	0.000000	0.254997	0.516517	0.139058	0.205410	0.694545	0.156749	0.125874	0.225166	0.092543	0.417333	
4	0.068213	0.181507	0.814070	0.000000	0.236826	0.537538	0.170213	0.189349	0.723636	0.201016	0.117882	0.324503	0.098535	0.434667	
5	0.173261	0.348174	0.906198	0.358839	0.725621	1.000000	0.526596	0.789518	0.832727	0.873004	0.800200	0.801325	0.921438	1.000000	
5	0.155525	0.357306	0.924623	0.332454	0.721987	1.000000	0.482523	0.883347	0.701818	0.872279	0.898102	0.920530	0.911451	1.000000	
5	0.143247	0.351598	0.939699	0.340369	0.706844	1.000000	0.445289	0.917160	0.512727	0.857765	0.906094	0.913907	0.905459	1.000000	
5	0.144611	0.350457	0.932998	0.345646	0.710479	1.000000	0.424772	0.880812	0.530909	0.844703	0.925075	0.867550	0.924101	1.000000	
5	0.154161	0.357306	0.938023	0.306069	0.728649	1.000000	0.553192	0.902790	0.621818	0.908563	0.903097	0.900662	0.923435	1.000000	
5	0.156890	0.366438	0.946399	0.311346	0.730466	1.000000	0.509119	0.907016	0.680000	0.896952	0.855145	1.000000	0.864181	1.000000	
5	0.186903	0.373288	0.934673	0.356201	0.720170	1.000000	0.434651	0.841082	0.778182	0.840348	0.841159	0.847682	0.886818	1.000000	
5	0.197817	0.368722	0.941374	0.358839	0.714718	1.000000	0.459727	0.844463	0.789091	0.845428	0.837163	0.986755	0.800266	1.000000	
