1	545	752	3393	2419	2221	3098	2025	1586	3148	2604	3400	3319	1884	2285	
1	545	740	3370	2314	2323	3096	2004	1624	3151	2613	3411	3316	1887	2200	
1	517	747	3383	2425	2222	3097	2040	1611	3149	2642	3442	3317	1822	2037	
1	549	750	3382	2255	2380	3076	2012	1593	3141	2681	3445	3319	1894	2019	
1	549	756	3370	2233	2184	3092	2030	1614	3128	2677	3453	3314	1864	2040	
1	549	766	3375	2200	2354	3085	2037	1618	3109	2741	3446	3312	1910	1950	
1	515	823	3388	2155	2308	3097	2048	1636	3116	2693	3429	3313	1919	1962	
1	551	766	3379	2234	2335	3087	2073	1612	3121	2744	3442	3308	1937	2000	
1	568	792	3373	2195	2435	3083	2027	1667	3141	2684	3459	3315	1768	1988	
1	577	773	3382	2239	2397	3083	2035	1711	3136	2759	3457	3314	1892	2065	
2	483	669	3409	2347	2434	3104	2180	2596	3107	2582	3401	3312	1718	2161	
2	494	848	3402	2269	2401	3096	2171	2536	3090	2576	3382	3314	1710	2266	
2	483	733	3401	2272	2391	3097	2140	2523	3098	2563	3387	3317	1709	2283	
2	487	700	3401	2297	2397	3095	2169	2530	3110	2562	3385	3319	1711	2304	
2	498	754	3403	2251	2403	3114	2126	2548	3160	2559	3433	3327	1715	2244	
2	482	704	3398	2262	2423	3084	2197	2539	3095	2598	3402	3310	1701	2295	
2	497	854	3398	2186	2421	3090	2153	2564	3103	2607	3377	3315	1709	2301	
2	531	670	3406	2213	2415	3092	2141	2565	3113	2595	3399	3316	1730	2255	
2	504	740	3395	2220	2418	3095	2183	2567	3089	2653	3383	3311	1715	2315	
2	493	668	3393	2223	2434	3094	2136	2608	3122	2640	3419	3320	1731	2204	
3	510	694	3395	1895	1783	3099	1814	1933	3172	1985	3103	3350	807	1378	
3	529	730	3398	1922	1742	3091	1798	1894	3177	1991	3115	3350	776	1474	
3	592	786	3402	1920	1877	3104	1805	1971	3171	1995	3131	3344	777	1441	
3	600	792	3400	1973	1799	3091	1802	1969	3174	1987	3123	3353	771	1449	
3	568	751	3401	1961	1817	3106	1812	1914	3170	1992	3127	3348	772	1437	
3	569	752	3397	2030	1680	3087	1793	1794	3184	1999	3095	3346	767	1459	
3	610	781	3397	2009	1730	3093	1793	1877	3181	1998	3100	3349	763	1457	
3	545	740	3391	1950	1907	3103	1809	1977	3183	1985	3103	3347	810	1431	
3	530	716	3389	1955	1784	3094	1783	1867	3201	1978	3084	3356	773	1424	
3	513	730	3395	1927	1943	3101	1771	1974	3197	1960	3100	3344	783	1447	
4	687	991	3416	1936	1394	3094	1818	1537	3198	2059	3014	3341	817	1321	
4	612	1136	3383	2062	1388	3087	1797	1450	3192	2044	2987	3348	790	1261	
4	615	1070	3383	2047	1373	3094	1799	1398	3202	2034	2995	3350	780	1305	
4	635	1063	3386	2014	1349	3094	1803	1383	3218	2018	2986	3356	764	1312	
4	642	1031	3400	1963	1366	3084	1806	1397	3156	2032	2970	3349	801	1248	
4	628	938	3392	1980	1339	3096	1790	1366	3204	2018	2969	3355	787	1288	
4	607	998	3396	2011	1340	3097	1805	1410	3192	2021	2961	3348	797	1280	
4	643	995	3389	1955	1344	3090	1793	1387	3227	2000	2949	3353	776	1286	
4	590	902	3380	1995	1349	3086	1803	1405	3165	2020	2941	3345	817	1259	
4	603	916	3381	2113	1325	3095	1808	1405	3172	2018	2950	3346	789	1272	
5	673	891	3396	2319	1793	3066	2165	2533	3061	2612	3453	3304	1773	2136	
5	654	1028	3402	2428	1848	3108	2275	2495	3090	2599	3510	3309	1844	2233	
